TIME,GEO,NACE_R2,Emissions
2009,Spain,Construction,1487871.47
2009,Spain,Wholesale and retail trade; repair of motor vehicles and motorcycles,8987986.34
2009,Spain,Transportation and storage,51142696.22
2009,Spain,Accommodation and food service activities,891699.89
2009,Spain,Information and communication,600597.14
2009,Spain,Financial and insurance activities,322211.91
2009,Spain,Real estate activities,101170.74
2009,Spain,"Professional, scientific and technical activities",475017.56
2009,Spain,Administrative and support service activities,328405.63
2009,Spain,Public administration and defence; compulsory social security,2582189.24
2009,Spain,Education,1136961.9
2009,Spain,Human health and social work activities,1857678.03
2009,Spain,"Arts, entertainment and recreation",117615.75
2009,Spain,Other service activities,827064.01
2009,Spain,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.11
2009,Spain,Activities of extraterritorial organisations and bodies,0.0
2009,France,Total - all NACE activities,375446741.76
2009,France,"Agriculture, forestry and fishing",91313620.66
2009,France,Mining and quarrying,1502747.78
2009,France,Manufacturing,107725335.0
2009,France,"Electricity, gas, steam and air conditioning supply",40261738.76
2009,France,"Water supply; sewerage, waste management and remediation activities",26570439.86
2009,France,Construction,7624112.65
2009,France,Wholesale and retail trade; repair of motor vehicles and motorcycles,16194982.31
2009,France,Transportation and storage,48920434.03
2009,France,Accommodation and food service activities,4267032.45
2009,France,Information and communication,1121196.75
2009,France,Financial and insurance activities,947970.92
2009,France,Real estate activities,491571.49
2009,France,"Professional, scientific and technical activities",2684031.62
2009,France,Administrative and support service activities,6723557.66
2009,France,Public administration and defence; compulsory social security,4882979.86
2009,France,Education,3690696.99
2009,France,Human health and social work activities,6795876.4
2009,France,"Arts, entertainment and recreation",1918828.11
2009,France,Other service activities,1809588.49
2009,France,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,France,Activities of extraterritorial organisations and bodies,0.0
2009,Croatia,Total - all NACE activities,22219504.6
2009,Croatia,"Agriculture, forestry and fishing",3910441.74
2009,Croatia,Mining and quarrying,1192269.27
2009,Croatia,Manufacturing,5548309.81
2009,Croatia,"Electricity, gas, steam and air conditioning supply",5418162.25
2009,Croatia,"Water supply; sewerage, waste management and remediation activities",1901802.26
2009,Croatia,Construction,1640264.52
2009,Croatia,Wholesale and retail trade; repair of motor vehicles and motorcycles,495631.47
2009,Croatia,Transportation and storage,1046728.72
2009,Croatia,Accommodation and food service activities,52809.07
2009,Croatia,Information and communication,93781.59
2009,Croatia,Financial and insurance activities,66347.56
2009,Croatia,Real estate activities,145162.11
2009,Croatia,"Professional, scientific and technical activities",167551.28
2009,Croatia,Administrative and support service activities,118216.9
2009,Croatia,Public administration and defence; compulsory social security,70897.92
2009,Croatia,Education,82986.77
2009,Croatia,Human health and social work activities,103576.81
2009,Croatia,"Arts, entertainment and recreation",35315.45
2009,Croatia,Other service activities,96281.94
2009,Croatia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,32338.83
2009,Croatia,Activities of extraterritorial organisations and bodies,628.3
2009,Italy,Total - all NACE activities,385277012.04
2009,Italy,"Agriculture, forestry and fishing",40823993.81
2009,Italy,Mining and quarrying,2917781.73
2009,Italy,Manufacturing,115306972.61
2009,Italy,"Electricity, gas, steam and air conditioning supply",116145905.62
2009,Italy,"Water supply; sewerage, waste management and remediation activities",25834318.4
2009,Italy,Construction,6038139.05
2009,Italy,Wholesale and retail trade; repair of motor vehicles and motorcycles,16288280.97
2009,Italy,Transportation and storage,43611377.85
2009,Italy,Accommodation and food service activities,3890817.0
2009,Italy,Information and communication,473165.59
2009,Italy,Financial and insurance activities,689718.52
2009,Italy,Real estate activities,693619.66
2009,Italy,"Professional, scientific and technical activities",1844065.79
2009,Italy,Administrative and support service activities,1443558.02
2009,Italy,Public administration and defence; compulsory social security,2283823.63
2009,Italy,Education,1175173.58
2009,Italy,Human health and social work activities,3932932.05
2009,Italy,"Arts, entertainment and recreation",833314.76
2009,Italy,Other service activities,978370.6
2009,Italy,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,71682.81
2009,Italy,Activities of extraterritorial organisations and bodies,0.0
2009,Cyprus,Total - all NACE activities,8448644.39
2009,Cyprus,"Agriculture, forestry and fishing",592922.33
2009,Cyprus,Mining and quarrying,28737.56
2009,Cyprus,Manufacturing,1685008.16
2009,Cyprus,"Electricity, gas, steam and air conditioning supply",4006383.83
2009,Cyprus,"Water supply; sewerage, waste management and remediation activities",504073.92
2009,Cyprus,Construction,154397.81
2009,Cyprus,Wholesale and retail trade; repair of motor vehicles and motorcycles,219082.68
2009,Cyprus,Transportation and storage,971072.54
2009,Cyprus,Accommodation and food service activities,35193.38
2009,Cyprus,Information and communication,12154.25
2009,Cyprus,Financial and insurance activities,12221.19
2009,Cyprus,Real estate activities,8573.28
2009,Cyprus,"Professional, scientific and technical activities",35112.16
2009,Cyprus,Administrative and support service activities,51677.92
2009,Cyprus,Public administration and defence; compulsory social security,74805.3
2009,Cyprus,Education,15981.81
2009,Cyprus,Human health and social work activities,12977.73
2009,Cyprus,"Arts, entertainment and recreation",12589.64
2009,Cyprus,Other service activities,15678.86
2009,Cyprus,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.07
2009,Cyprus,Activities of extraterritorial organisations and bodies,0.0
2009,Latvia,Total - all NACE activities,10513820.14
2009,Latvia,"Agriculture, forestry and fishing",2935672.16
2009,Latvia,Mining and quarrying,32681.59
2009,Latvia,Manufacturing,1249513.07
2009,Latvia,"Electricity, gas, steam and air conditioning supply",1997193.22
2009,Latvia,"Water supply; sewerage, waste management and remediation activities",677241.38
2009,Latvia,Construction,260168.16
2009,Latvia,Wholesale and retail trade; repair of motor vehicles and motorcycles,361920.97
2009,Latvia,Transportation and storage,2464012.04
2009,Latvia,Accommodation and food service activities,19198.1
2009,Latvia,Information and communication,21594.55
2009,Latvia,Financial and insurance activities,10918.75
2009,Latvia,Real estate activities,116656.62
2009,Latvia,"Professional, scientific and technical activities",41759.64
2009,Latvia,Administrative and support service activities,66370.69
2009,Latvia,Public administration and defence; compulsory social security,124571.48
2009,Latvia,Education,47306.11
2009,Latvia,Human health and social work activities,51592.83
2009,Latvia,"Arts, entertainment and recreation",25364.25
2009,Latvia,Other service activities,10084.53
2009,Latvia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,Latvia,Activities of extraterritorial organisations and bodies,0.0
2009,Lithuania,Total - all NACE activities,19195625.17
2009,Lithuania,"Agriculture, forestry and fishing",4603826.9
2009,Lithuania,Mining and quarrying,14442.52
2009,Lithuania,Manufacturing,4981974.92
2009,Lithuania,"Electricity, gas, steam and air conditioning supply",3339462.63
2009,Lithuania,"Water supply; sewerage, waste management and remediation activities",1392451.43
2009,Lithuania,Construction,89070.04
2009,Lithuania,Wholesale and retail trade; repair of motor vehicles and motorcycles,147880.35
2009,Lithuania,Transportation and storage,4330425.18
2009,Lithuania,Accommodation and food service activities,16096.84
2009,Lithuania,Information and communication,11426.67
2009,Lithuania,Financial and insurance activities,11186.25
2009,Lithuania,Real estate activities,12756.7
2009,Lithuania,"Professional, scientific and technical activities",22138.1
2009,Lithuania,Administrative and support service activities,21283.82
2009,Lithuania,Public administration and defence; compulsory social security,59526.91
2009,Lithuania,Education,62359.86
2009,Lithuania,Human health and social work activities,51689.84
2009,Lithuania,"Arts, entertainment and recreation",10809.79
2009,Lithuania,Other service activities,16204.04
2009,Lithuania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,612.38
2009,Lithuania,Activities of extraterritorial organisations and bodies,0.0
2009,Luxembourg,Total - all NACE activities,8319737.31
2009,Luxembourg,"Agriculture, forestry and fishing",723273.14
2009,Luxembourg,Mining and quarrying,4322.21
2009,Luxembourg,Manufacturing,1595007.25
2009,Luxembourg,"Electricity, gas, steam and air conditioning supply",1334724.3
2009,Luxembourg,"Water supply; sewerage, waste management and remediation activities",122698.3
2009,Luxembourg,Construction,170416.5
2009,Luxembourg,Wholesale and retail trade; repair of motor vehicles and motorcycles,181750.4
2009,Luxembourg,Transportation and storage,3780064.35
2009,Luxembourg,Accommodation and food service activities,21540.35
2009,Luxembourg,Information and communication,54529.34
2009,Luxembourg,Financial and insurance activities,181876.08
2009,Luxembourg,Real estate activities,6129.15
2009,Luxembourg,"Professional, scientific and technical activities",17932.65
2009,Luxembourg,Administrative and support service activities,22139.68
2009,Luxembourg,Public administration and defence; compulsory social security,20732.74
2009,Luxembourg,Education,25293.08
2009,Luxembourg,Human health and social work activities,39234.08
2009,Luxembourg,"Arts, entertainment and recreation",12771.29
2009,Luxembourg,Other service activities,5302.43
2009,Luxembourg,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,Luxembourg,Activities of extraterritorial organisations and bodies,0.0
2009,Hungary,Total - all NACE activities,50778356.22
2009,Hungary,"Agriculture, forestry and fishing",7431193.84
2009,Hungary,Mining and quarrying,911903.73
2009,Hungary,Manufacturing,9594201.61
2009,Hungary,"Electricity, gas, steam and air conditioning supply",16759186.78
2009,Hungary,"Water supply; sewerage, waste management and remediation activities",4437668.73
2009,Hungary,Construction,793944.97
2009,Hungary,Wholesale and retail trade; repair of motor vehicles and motorcycles,1890116.21
2009,Hungary,Transportation and storage,4878377.85
2009,Hungary,Accommodation and food service activities,189831.54
2009,Hungary,Information and communication,490599.04
2009,Hungary,Financial and insurance activities,332161.55
2009,Hungary,Real estate activities,537036.25
2009,Hungary,"Professional, scientific and technical activities",374120.43
2009,Hungary,Administrative and support service activities,494352.56
2009,Hungary,Public administration and defence; compulsory social security,784722.22
2009,Hungary,Education,318831.3
2009,Hungary,Human health and social work activities,345449.35
2009,Hungary,"Arts, entertainment and recreation",65407.82
2009,Hungary,Other service activities,148675.99
2009,Hungary,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,574.44
2009,Hungary,Activities of extraterritorial organisations and bodies,0.0
2009,Malta,Total - all NACE activities,3638283.34
2009,Malta,"Agriculture, forestry and fishing",77212.64
2009,Malta,Mining and quarrying,2797.63
2009,Malta,Manufacturing,42573.12
2009,Malta,"Electricity, gas, steam and air conditioning supply",1277695.78
2009,Malta,"Water supply; sewerage, waste management and remediation activities",140126.26
2009,Malta,Construction,11915.95
2009,Malta,Wholesale and retail trade; repair of motor vehicles and motorcycles,26815.4
2009,Malta,Transportation and storage,1991943.45
2009,Malta,Accommodation and food service activities,4775.92
2009,Malta,Information and communication,5443.99
2009,Malta,Financial and insurance activities,2703.73
2009,Malta,Real estate activities,2648.77
2009,Malta,"Professional, scientific and technical activities",8660.57
2009,Malta,Administrative and support service activities,12117.23
2009,Malta,Public administration and defence; compulsory social security,9350.04
2009,Malta,Education,4007.26
2009,Malta,Human health and social work activities,8785.34
2009,Malta,"Arts, entertainment and recreation",4416.31
2009,Malta,Other service activities,4052.52
2009,Malta,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,241.42
2009,Malta,Activities of extraterritorial organisations and bodies,0.0
2009,Netherlands,Total - all NACE activities,179644355.64
2009,Netherlands,"Agriculture, forestry and fishing",29322389.01
2009,Netherlands,Mining and quarrying,2922705.33
2009,Netherlands,Manufacturing,45902518.63
2009,Netherlands,"Electricity, gas, steam and air conditioning supply",50004239.75
2009,Netherlands,"Water supply; sewerage, waste management and remediation activities",7914798.98
2009,Netherlands,Construction,3558957.56
2009,Netherlands,Wholesale and retail trade; repair of motor vehicles and motorcycles,4601225.34
2009,Netherlands,Transportation and storage,24647146.13
2009,Netherlands,Accommodation and food service activities,1003315.05
2009,Netherlands,Information and communication,259020.17
2009,Netherlands,Financial and insurance activities,619154.66
2009,Netherlands,Real estate activities,552226.68
2009,Netherlands,"Professional, scientific and technical activities",890055.05
2009,Netherlands,Administrative and support service activities,2398441.45
2009,Netherlands,Public administration and defence; compulsory social security,1702073.05
2009,Netherlands,Education,732758.66
2009,Netherlands,Human health and social work activities,1495355.35
2009,Netherlands,"Arts, entertainment and recreation",518599.42
2009,Netherlands,Other service activities,599375.37
2009,Netherlands,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,Netherlands,Activities of extraterritorial organisations and bodies,0.0
2009,Austria,Total - all NACE activities,62748026.91
2009,Austria,"Agriculture, forestry and fishing",8877616.88
2009,Austria,Mining and quarrying,1035956.25
2009,Austria,Manufacturing,25331957.04
2009,Austria,"Electricity, gas, steam and air conditioning supply",9961256.08
2009,Austria,"Water supply; sewerage, waste management and remediation activities",2833293.15
2009,Austria,Construction,2925871.69
2009,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,1949982.12
2009,Austria,Transportation and storage,6811606.08
2009,Austria,Accommodation and food service activities,614421.14
2009,Austria,Information and communication,153862.18
2009,Austria,Financial and insurance activities,100595.73
2009,Austria,Real estate activities,59859.31
2009,Austria,"Professional, scientific and technical activities",226535.96
2009,Austria,Administrative and support service activities,294927.89
2009,Austria,Public administration and defence; compulsory social security,247111.77
2009,Austria,Education,612462.61
2009,Austria,Human health and social work activities,248847.39
2009,Austria,"Arts, entertainment and recreation",195870.41
2009,Austria,Other service activities,265993.24
2009,Austria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,Austria,Activities of extraterritorial organisations and bodies,0.0
2009,Poland,Total - all NACE activities,350855751.53
2009,Poland,"Agriculture, forestry and fishing",46000127.49
2009,Poland,Mining and quarrying,20499720.54
2009,Poland,Manufacturing,58270043.43
2009,Poland,"Electricity, gas, steam and air conditioning supply",156854557.64
2009,Poland,"Water supply; sewerage, waste management and remediation activities",16348792.81
2009,Poland,Construction,1282972.26
2009,Poland,Wholesale and retail trade; repair of motor vehicles and motorcycles,13423002.19
2009,Poland,Transportation and storage,23280793.63
2009,Poland,Accommodation and food service activities,591575.61
2009,Poland,Information and communication,595431.26
2009,Poland,Financial and insurance activities,3729670.97
2009,Poland,Real estate activities,743491.73
2009,Poland,"Professional, scientific and technical activities",1175007.65
2009,Poland,Administrative and support service activities,1152447.68
2009,Poland,Public administration and defence; compulsory social security,2866325.0
2009,Poland,Education,1686672.87
2009,Poland,Human health and social work activities,1505509.7
2009,Poland,"Arts, entertainment and recreation",277615.32
2009,Poland,Other service activities,571993.75
2009,Poland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,Poland,Activities of extraterritorial organisations and bodies,0.0
2009,Portugal,Total - all NACE activities,63540621.5
2009,Portugal,"Agriculture, forestry and fishing",8651192.3
2009,Portugal,Mining and quarrying,354263.7
2009,Portugal,Manufacturing,16154113.9
2009,Portugal,"Electricity, gas, steam and air conditioning supply",17100736.3
2009,Portugal,"Water supply; sewerage, waste management and remediation activities",6329692.5
2009,Portugal,Construction,2627021.2
2009,Portugal,Wholesale and retail trade; repair of motor vehicles and motorcycles,2593085.3
2009,Portugal,Transportation and storage,6175553.7
2009,Portugal,Accommodation and food service activities,725654.4
2009,Portugal,Information and communication,90461.5
2009,Portugal,Financial and insurance activities,159448.0
2009,Portugal,Real estate activities,24319.4
2009,Portugal,"Professional, scientific and technical activities",142387.8
2009,Portugal,Administrative and support service activities,414034.7
2009,Portugal,Public administration and defence; compulsory social security,863119.6
2009,Portugal,Education,141092.0
2009,Portugal,Human health and social work activities,770776.3
2009,Portugal,"Arts, entertainment and recreation",111605.1
2009,Portugal,Other service activities,112063.8
2009,Portugal,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,Portugal,Activities of extraterritorial organisations and bodies,0.0
2009,Romania,Total - all NACE activities,114445283.3
2009,Romania,"Agriculture, forestry and fishing",21398493.15
2009,Romania,Mining and quarrying,8158815.27
2009,Romania,Manufacturing,27022057.31
2009,Romania,"Electricity, gas, steam and air conditioning supply",38352117.25
2009,Romania,"Water supply; sewerage, waste management and remediation activities",6049916.48
2009,Romania,Construction,2540383.46
2009,Romania,Wholesale and retail trade; repair of motor vehicles and motorcycles,1411133.18
2009,Romania,Transportation and storage,6054455.27
2009,Romania,Accommodation and food service activities,166934.14
2009,Romania,Information and communication,291119.96
2009,Romania,Financial and insurance activities,220080.14
2009,Romania,Real estate activities,467323.96
2009,Romania,"Professional, scientific and technical activities",523095.16
2009,Romania,Administrative and support service activities,361734.63
2009,Romania,Public administration and defence; compulsory social security,426269.2
2009,Romania,Education,248756.02
2009,Romania,Human health and social work activities,340891.86
2009,Romania,"Arts, entertainment and recreation",112228.04
2009,Romania,Other service activities,299478.83
2009,Romania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,Romania,Activities of extraterritorial organisations and bodies,0.0
2009,Slovenia,Total - all NACE activities,16299554.58
2009,Slovenia,"Agriculture, forestry and fishing",1970116.03
2009,Slovenia,Mining and quarrying,418077.73
2009,Slovenia,Manufacturing,3075721.85
2009,Slovenia,"Electricity, gas, steam and air conditioning supply",6398604.59
2009,Slovenia,"Water supply; sewerage, waste management and remediation activities",735910.86
2009,Slovenia,Construction,987625.05
2009,Slovenia,Wholesale and retail trade; repair of motor vehicles and motorcycles,587401.62
2009,Slovenia,Transportation and storage,755577.07
2009,Slovenia,Accommodation and food service activities,202842.53
2009,Slovenia,Information and communication,76802.95
2009,Slovenia,Financial and insurance activities,53960.1
2009,Slovenia,Real estate activities,104007.46
2009,Slovenia,"Professional, scientific and technical activities",250956.1
2009,Slovenia,Administrative and support service activities,168785.02
2009,Slovenia,Public administration and defence; compulsory social security,43149.65
2009,Slovenia,Education,141825.77
2009,Slovenia,Human health and social work activities,177662.39
2009,Slovenia,"Arts, entertainment and recreation",68680.85
2009,Slovenia,Other service activities,81846.95
2009,Slovenia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,Slovenia,Activities of extraterritorial organisations and bodies,0.0
2009,Slovakia,Total - all NACE activities,39729770.79
2009,Slovakia,"Agriculture, forestry and fishing",2064691.31
2009,Slovakia,Mining and quarrying,708718.01
2009,Slovakia,Manufacturing,18415803.51
2009,Slovakia,"Electricity, gas, steam and air conditioning supply",7467401.41
2009,Slovakia,"Water supply; sewerage, waste management and remediation activities",1850729.59
2009,Slovakia,Construction,2111314.33
2009,Slovakia,Wholesale and retail trade; repair of motor vehicles and motorcycles,369021.9
2009,Slovakia,Transportation and storage,4491978.42
2009,Slovakia,Accommodation and food service activities,174036.24
2009,Slovakia,Information and communication,47751.2
2009,Slovakia,Financial and insurance activities,40675.17
2009,Slovakia,Real estate activities,299479.24
2009,Slovakia,"Professional, scientific and technical activities",472985.45
2009,Slovakia,Administrative and support service activities,174750.73
2009,Slovakia,Public administration and defence; compulsory social security,398602.57
2009,Slovakia,Education,139119.2
2009,Slovakia,Human health and social work activities,202803.26
2009,Slovakia,"Arts, entertainment and recreation",152960.74
2009,Slovakia,Other service activities,146578.68
2009,Slovakia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,369.84
2009,Slovakia,Activities of extraterritorial organisations and bodies,0.0
2009,Finland,Total - all NACE activities,63235753.57
2009,Finland,"Agriculture, forestry and fishing",8326582.53
2009,Finland,Mining and quarrying,376907.31
2009,Finland,Manufacturing,15332668.9
2009,Finland,"Electricity, gas, steam and air conditioning supply",21978363.34
2009,Finland,"Water supply; sewerage, waste management and remediation activities",3135565.99
2009,Finland,Construction,1389496.03
2009,Finland,Wholesale and retail trade; repair of motor vehicles and motorcycles,565131.93
2009,Finland,Transportation and storage,10122461.69
2009,Finland,Accommodation and food service activities,232564.55
2009,Finland,Information and communication,58992.08
2009,Finland,Financial and insurance activities,228542.91
2009,Finland,Real estate activities,147673.29
2009,Finland,"Professional, scientific and technical activities",34272.63
2009,Finland,Administrative and support service activities,350597.43
2009,Finland,Public administration and defence; compulsory social security,548374.27
2009,Finland,Education,99397.25
2009,Finland,Human health and social work activities,152637.2
2009,Finland,"Arts, entertainment and recreation",70984.33
2009,Finland,Other service activities,84539.92
2009,Finland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2009,Finland,Activities of extraterritorial organisations and bodies,0.0
2009,Sweden,Total - all NACE activities,55576688.19
2009,Sweden,"Agriculture, forestry and fishing",9103374.0
2009,Sweden,Mining and quarrying,665370.77
2009,Sweden,Manufacturing,14610843.9
2009,Sweden,"Electricity, gas, steam and air conditioning supply",8221835.19
2009,Sweden,"Water supply; sewerage, waste management and remediation activities",2283888.71
2009,Sweden,Construction,1865812.45
2009,Sweden,Wholesale and retail trade; repair of motor vehicles and motorcycles,1750059.08
2009,Sweden,Transportation and storage,14063328.96
2009,Sweden,Accommodation and food service activities,84164.95
2009,Sweden,Information and communication,166113.91
2009,Sweden,Financial and insurance activities,79463.66
2009,Sweden,Real estate activities,273627.4
2009,Sweden,"Professional, scientific and technical activities",524808.48
2009,Sweden,Administrative and support service activities,424068.96
2009,Sweden,Public administration and defence; compulsory social security,481524.7
2009,Sweden,Education,144579.51
2009,Sweden,Human health and social work activities,520771.79
2009,Sweden,"Arts, entertainment and recreation",178173.44
2009,Sweden,Other service activities,134846.77
2009,Sweden,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8.73
2009,Sweden,Activities of extraterritorial organisations and bodies,22.83
2009,United Kingdom,Total - all NACE activities,504260225.19
2009,United Kingdom,"Agriculture, forestry and fishing",46076096.04
2009,United Kingdom,Mining and quarrying,27386228.07
2009,United Kingdom,Manufacturing,91955550.87
2009,United Kingdom,"Electricity, gas, steam and air conditioning supply",159931102.49
2009,United Kingdom,"Water supply; sewerage, waste management and remediation activities",36716149.72
2009,United Kingdom,Construction,11507884.8
2009,United Kingdom,Wholesale and retail trade; repair of motor vehicles and motorcycles,17801681.34
2009,United Kingdom,Transportation and storage,83943731.0
2009,United Kingdom,Accommodation and food service activities,3575927.77
2009,United Kingdom,Information and communication,1405858.92
2009,United Kingdom,Financial and insurance activities,91539.49
2009,United Kingdom,Real estate activities,686828.1
2009,United Kingdom,"Professional, scientific and technical activities",2185867.16
2009,United Kingdom,Administrative and support service activities,2861926.52
2009,United Kingdom,Public administration and defence; compulsory social security,6828261.8
2009,United Kingdom,Education,3490599.88
2009,United Kingdom,Human health and social work activities,5016382.46
2009,United Kingdom,"Arts, entertainment and recreation",1392044.24
2009,United Kingdom,Other service activities,1306688.93
2009,United Kingdom,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,99875.58
2009,United Kingdom,Activities of extraterritorial organisations and bodies,0.0
2010,European Union,Total - all NACE activities,4018802532.36
2010,European Union,"Agriculture, forestry and fishing",519761920.15
2010,European Union,Mining and quarrying,96582686.15
2010,European Union,Manufacturing,966324381.36
2010,European Union,"Electricity, gas, steam and air conditioning supply",1317793352.36
2010,European Union,"Water supply; sewerage, waste management and remediation activities",197737398.11
2010,European Union,Construction,66472614.86
2010,European Union,Wholesale and retail trade; repair of motor vehicles and motorcycles,119693845.67
2010,European Union,Transportation and storage,522018929.61
2010,European Union,Accommodation and food service activities,23216027.75
2010,European Union,Information and communication,10283177.71
2010,European Union,Financial and insurance activities,10777526.1
2010,European Union,Real estate activities,7585772.43
2010,European Union,"Professional, scientific and technical activities",22818363.63
2010,European Union,Administrative and support service activities,21054187.66
2010,European Union,Public administration and defence; compulsory social security,37596024.35
2010,European Union,Education,21674198.83
2010,European Union,Human health and social work activities,35126628.32
2010,European Union,"Arts, entertainment and recreation",9797206.87
2010,European Union,Other service activities,12142516.37
2010,European Union,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,345062.93
2010,European Union,Activities of extraterritorial organisations and bodies,711.13
2010,Belgium,Total - all NACE activities,103772862.91
2010,Belgium,"Agriculture, forestry and fishing",12480837.43
2010,Belgium,Mining and quarrying,713364.52
2010,Belgium,Manufacturing,39849854.76
2010,Belgium,"Electricity, gas, steam and air conditioning supply",22148882.43
2010,Belgium,"Water supply; sewerage, waste management and remediation activities",3073642.33
2010,Belgium,Construction,2503650.39
2010,Belgium,Wholesale and retail trade; repair of motor vehicles and motorcycles,2378221.55
2010,Belgium,Transportation and storage,12885465.47
2010,Belgium,Accommodation and food service activities,699970.1
2010,Belgium,Information and communication,329541.71
2010,Belgium,Financial and insurance activities,359025.15
2010,Belgium,Real estate activities,141472.82
2010,Belgium,"Professional, scientific and technical activities",1107808.32
2010,Belgium,Administrative and support service activities,1026481.44
2010,Belgium,Public administration and defence; compulsory social security,1361128.72
2010,Belgium,Education,770463.92
2010,Belgium,Human health and social work activities,1148323.93
2010,Belgium,"Arts, entertainment and recreation",275914.34
2010,Belgium,Other service activities,467489.48
2010,Belgium,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,51324.1
2010,Belgium,Activities of extraterritorial organisations and bodies,0.0
2010,Bulgaria,Total - all NACE activities,51603546.6
2010,Bulgaria,"Agriculture, forestry and fishing",4407166.59
2010,Bulgaria,Mining and quarrying,472918.49
2010,Bulgaria,Manufacturing,6598878.55
2010,Bulgaria,"Electricity, gas, steam and air conditioning supply",34214191.58
2010,Bulgaria,"Water supply; sewerage, waste management and remediation activities",88439.17
2010,Bulgaria,Construction,551743.99
2010,Bulgaria,Wholesale and retail trade; repair of motor vehicles and motorcycles,422757.57
2010,Bulgaria,Transportation and storage,4150342.89
2010,Bulgaria,Accommodation and food service activities,67274.39
2010,Bulgaria,Information and communication,34052.74
2010,Bulgaria,Financial and insurance activities,30968.88
2010,Bulgaria,Real estate activities,22364.72
2010,Bulgaria,"Professional, scientific and technical activities",53705.69
2010,Bulgaria,Administrative and support service activities,59643.03
2010,Bulgaria,Public administration and defence; compulsory social security,79693.45
2010,Bulgaria,Education,231713.88
2010,Bulgaria,Human health and social work activities,79861.86
2010,Bulgaria,"Arts, entertainment and recreation",18304.47
2010,Bulgaria,Other service activities,19524.59
2010,Bulgaria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2010,Bulgaria,Activities of extraterritorial organisations and bodies,0.07
2010,Czechia,Total - all NACE activities,117308207.45
2010,Czechia,"Agriculture, forestry and fishing",7998832.87
2010,Czechia,Mining and quarrying,9487145.46
2010,Czechia,Manufacturing,23146732.29
2010,Czechia,"Electricity, gas, steam and air conditioning supply",57819311.3
2010,Czechia,"Water supply; sewerage, waste management and remediation activities",5223844.54
2010,Czechia,Construction,2676353.91
2010,Czechia,Wholesale and retail trade; repair of motor vehicles and motorcycles,1026930.59
2010,Czechia,Transportation and storage,7348505.57
2010,Czechia,Accommodation and food service activities,165321.18
2010,Czechia,Information and communication,112233.95
2010,Czechia,Financial and insurance activities,49752.23
2010,Czechia,Real estate activities,381698.43
2010,Czechia,"Professional, scientific and technical activities",225263.5
2010,Czechia,Administrative and support service activities,297394.97
2010,Czechia,Public administration and defence; compulsory social security,190853.22
2010,Czechia,Education,249742.29
2010,Czechia,Human health and social work activities,537262.02
2010,Czechia,"Arts, entertainment and recreation",72473.94
2010,Czechia,Other service activities,298555.2
2010,Czechia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2010,Czechia,Activities of extraterritorial organisations and bodies,0.0
2010,Denmark,Total - all NACE activities,91401712.91
2010,Denmark,"Agriculture, forestry and fishing",12586004.66
2010,Denmark,Mining and quarrying,2202164.26
2010,Denmark,Manufacturing,5964586.64
2010,Denmark,"Electricity, gas, steam and air conditioning supply",21512750.36
2010,Denmark,"Water supply; sewerage, waste management and remediation activities",2267586.3
2010,Denmark,Construction,1531763.96
2010,Denmark,Wholesale and retail trade; repair of motor vehicles and motorcycles,1407266.15
2010,Denmark,Transportation and storage,42002639.92
2010,Denmark,Accommodation and food service activities,198876.82
2010,Denmark,Information and communication,112138.67
2010,Denmark,Financial and insurance activities,66274.68
2010,Denmark,Real estate activities,132484.22
2010,Denmark,"Professional, scientific and technical activities",186108.13
2010,Denmark,Administrative and support service activities,249596.01
2010,Denmark,Public administration and defence; compulsory social security,355716.74
2010,Denmark,Education,162888.45
2010,Denmark,Human health and social work activities,290630.12
2010,Denmark,"Arts, entertainment and recreation",76172.65
